subject,source_repo,source_path,verification_point,certainty,canonical_owner,estate_role,disposition,transform_required,links_that_must_survive,blocker,verifier,contradicted_by,contradiction_resolution,refuted,stale_on_copy,only_source_is_hub_summary,certainty_overclaimed,fact,origin_lane,survives,killed_by,canonical_state_source
identity and live status,spider-bot,(repo API object) + README.md,bf4d75278a74147aaf9c7f19e2da2c7abb1939cb@live-api 2026-09-04,MEASURED,spider-bot,repositories/,distill,True,https://github.com/menno420/spider-bot,"none; adversary: successor_seed[0] (identity and live status) is MEASURED and asserts ""live in production on Railway"". Nothing in this audit or the reading touched the Railway A; refuter dropped it: no_primary_source",this audit session,,none,True,True,False,True,"Public repo menno420/spider-bot, not archived, default branch main at bf4d75278a74 (2026-08-25), one open PR (#3, opened 2026-09-04) doing new AI-ops work; live in production on Railway (project spider-bot, service worker, europe-west4).",repo:menno420/spider-bot,no,refuted by an adversarial lens; an adversary showed the MEASURED tag is not earned,README.md (Status section); CLAUDE.md for the 12 invariants
unresolved test-count discrepancy,spider-bot,"README.md, tests/*.py",bf4d75278a74147aaf9c7f19e2da2c7abb1939cb@2026-09-04,MEASURED,spider-bot,repositories/,archive_only,False,,"cannot run pytest without cloning, which this audit's constraints forbid; refuter dropped it: unverified",this audit session,repo README.md Status section (116) | repo README.md Threads section (78) | fleet-manager docs/repos/spider-bot/README.md (78),unresolved,True,True,False,,"Repo's current README.md Status section says '116 tests'; fleet-manager's Layer-2 doc and the repo's own 'Threads' section (dated 2026-08-24) say '78 tests'; a raw grep of 'def test_' across all 15 files under tests/ at the pinned SHA counts 217 definitions. No source in this audit ran pytest to get an authoritative collected-item count, so the true current figure is unresolved.",repo:menno420/spider-bot,no,refuted by an adversarial lens; unresolved contradiction: repo README.md Status section (116); repo README.md Threads section (78); fleet-manager docs/repos/spider-bot/README.md (78),README.md (Status section); CLAUDE.md for the 12 invariants
Canonical entry points,spider-swing,"README.md, docs/current-state.md, .substrate/rendered/current-state.md",fc64a3fbb25ff8be21a7bbeceb1d5c8275d614f0@2026-09-04T00:00:00Z,MEASURED,spider-swing,repositories/,carry,False,,none,claude,,none,False,False,False,,"README.md is the product/orientation entry point; docs/current-state.md is the canonical, currently-accurate state ledger (source and merged work win over it per its own header, and it agrees with the tree on every claim checked). A second file, .substrate/rendered/current-state.md, is only an unfilled template and must not be mistaken for a competing ledger.",repo:menno420/spider-swing,no,product truth (spider-swing) carried whole into the hub,docs/current-state.md
Publishing name and package identity,spider-swing,docs/current-state.md,fc64a3fbb25ff8be21a7bbeceb1d5c8275d614f0@2026-09-04T00:00:00Z,MEASURED,spider-swing,repositories/,distill,True,docs/product/name-status.md | docs/current-state.md,none; adversary: successor_seed[0] 'Publishing name and package identity' — MEASURED should be OWNER. com.menno420.slingyspider appears only in ledger prose (cs.md 552-553) desc,claude,"spider-swing/README.md front matter (lines 10-17), still unfixed at pinned SHA",resolved:docs/current-state.md and merged PR #171 (2026-08-05) are authoritative over the stale README passage,False,False,False,True,"Publishing name is Slingy Spider (decided 2026-08-05); production package id is com.menno420.slingyspider; com.menno420.spiderswing.dev is the separate, permanent debug identity and is not changing.",repo:menno420/spider-swing,no,an adversary showed the MEASURED tag is not earned,docs/current-state.md
Adopter dependency graph,substrate-kit,docs/adopters.md,a9acc413644ceb1fa48851744d7082b5fa1ce1a6@2026-08-28T10:34:19Z,MEASURED-PRIOR,substrate-kit,repositories/,distill,True,docs/adopters.md,none; refuter dropped it: product_truth_duplicated,docs/findings/2026-08-28-kit-tree-truth-pass.md; not re-fetched this session (not in the ~20-30 call budget),,none,True,True,False,,"12-row adopter registry (docs/adopters.md, generated 2026-08-14); ESTATE.md notes the registry undercounts the estate (omits sim-lab, superbot-idle, product-forge, spider-swing, couch-legend) and creator-kit (2026-08-25) already vendors v1.21.0.",repo:menno420/substrate-kit,no,refuted by an adversarial lens,control/status.md
Canonical entry points,substrate-kit,"README.md, control/status.md",ff06fb902c6922272f2a338a3a60b528255d57e5@2026-09-04T00:00:00Z,MEASURED,substrate-kit,repositories/,carry,False,dist/bootstrap.py | control/status.md | docs/PROJECT-CLOSEOUT.md,none,claude-sonnet-5 estate-truth-baseline audit 2026-09-04,,none,False,False,False,,"Product entry is dist/bootstrap.py (the single-file distribution); state/handoff entry is control/status.md, which points onward to docs/PROJECT-CLOSEOUT.md for the full handover narrative.",repo:menno420/substrate-kit,no,product truth (substrate-kit) carried whole into the hub,control/status.md
canonical entry point,superbot,docs/AGENT_ORIENTATION.md,5e3a667b2a55bae98a7863dd66492f477dd19546@2026-09-04,MEASURED,superbot,repositories/,carry,False,https://github.com/menno420/superbot/blob/main/docs/AGENT_ORIENTATION.md,none,"this audit, curl to GitHub contents API, blob sha/size matched tree entry",,none,False,False,False,,"No root README; the real front door is docs/AGENT_ORIENTATION.md, then docs/current-state.md, in a repo of 100+ docs files",repo:menno420/superbot,no,product truth (superbot) carried whole into the hub,docs/current-state.md (paired with docs/AGENT_ORIENTATION.md as the reading router; per-sector detail under docs/current-state/*.md)
canonical doc pair for state/handover,superbot-next,docs/current-state.md,d5f66dc27768d49b2755f368c6a2d0ecca66a1af@2026-09-04,MEASURED,repository,repositories/,carry,False,docs/repos/superbot-next/README.md,none,this audit,,none,False,False,False,,"docs/current-state.md is the living state ledger; docs/PROJECT-CLOSEOUT.md is the paired closeout + continuation guide it points to (line 15). Together they are the repo's own answer to 'what is true now / what happened here', though PROJECT-CLOSEOUT.md's dates need the read-only correction above applied.",repo:menno420/superbot-next,no,product truth (repository) carried whole into the hub,docs/current-state.md (living ledger; docs/PROJECT-CLOSEOUT.md is the paired closeout/continuation guide it points to)
closeout's read-only claim is false,superbot-next,docs/PROJECT-CLOSEOUT.md,live-api@2026-09-04 (commits?sha=main),MEASURED,repository,repositories/,distill,True,,none; refuter dropped it: product_truth_duplicated,"this audit, via commits?sha=main&per_page=5",docs/PROJECT-CLOSEOUT.md (its own text),resolved:live commit history overrides the doc's literal claim; hub's Layer-2 entry already carries this correction,True,False,False,,"docs/PROJECT-CLOSEOUT.md states the repo becomes permanently read-only 2026-07-22, but main received merged PRs on 2026-08-05 (#602) and 2026-08-13 (#606, current HEAD) — the doc's literal claim does not hold.",repo:menno420/superbot-next,no,refuted by an adversarial lens,docs/current-state.md (living ledger; docs/PROJECT-CLOSEOUT.md is the paired closeout/continuation guide it points to)
dependency — live superbot is the oracle,superbot-next,docs/current-state.md,d5f66dc27768d49b2755f368c6a2d0ecca66a1af@2026-09-04,MEASURED,repository,repositories/,distill,True,,none,"this audit, direct read of current-state.md 'In flight' section",,none,False,False,False,,Minting or verifying golden-parity goldens requires the separate menno420/superbot repository as a live behavioral oracle plus a provisioned Postgres instance; superbot-next cannot self-verify its own parity claims without that external dependency.,repo:menno420/superbot-next,yes,,docs/current-state.md (living ledger; docs/PROJECT-CLOSEOUT.md is the paired closeout/continuation guide it points to)
repo state — complete-parked architecture donor,superbot-next,docs/current-state.md,d5f66dc27768d49b2755f368c6a2d0ecca66a1af@2026-09-04,MEASURED,repository,repositories/,distill,True,docs/repos/superbot-next/README.md,none; refuter dropped it: unverified,"this audit, via GitHub REST content fetch with blob-sha verification against tree.json",,none,True,False,False,,"superbot-next is a fully ported (49 subsystems + kernel), golden-parity-green (533/533 per docs/current-state.md) Discord-bot rebuild that closed complete-parked on 2026-07-21; its only activity since is two kit-lane version bumps (#602 2026-08-05, #606 2026-08-13, current HEAD). It is now used solely as an architecture donor, not a deployment target.",repo:menno420/superbot-next,no,refuted by an adversarial lens,docs/current-state.md (living ledger; docs/PROJECT-CLOSEOUT.md is the paired closeout/continuation guide it points to)
root README.md is stale and an inadequate standalone front door,superbot-next,README.md,d5f66dc27768d49b2755f368c6a2d0ecca66a1af@2026-09-04,MEASURED,repository,repositories/,distill,True,docs/repos/superbot-next/README.md,none; refuter dropped it: stale_on_copy,"this audit, direct README.md + current-state.md diff",docs/current-state.md,unresolved,True,False,False,,Root README.md (2026-07-14 stamp) cites 484/484 goldens across 51 subsystems and points to control/status.md as 'live truth'; docs/current-state.md (the repo's own living ledger) instead shows 533/533 goldens across 49 subsystems+kernel and says the control/ heartbeat is being retired. README.md links neither docs/current-state.md nor docs/PROJECT-CLOSEOUT.md.,repo:menno420/superbot-next,no,refuted by an adversarial lens; unresolved contradiction: docs/current-state.md,docs/current-state.md (living ledger; docs/PROJECT-CLOSEOUT.md is the paired closeout/continuation guide it points to)
Cross-repo dependencies,websites,"docs/AGENT_ORIENTATION.md, docs/current-state.md",48b75de8fd305a9ab658d18a3fa8962ec63b8fea@2026-09-04,MEASURED,websites,repositories/,distill,True,docs/AGENT_ORIENTATION.md,none,"claude-sonnet-5 audit session, 2026-09-04",,none,False,False,False,,"websites depends on menno420/substrate-kit (foundation/quality gate), reads menno420/superbot's committed JSON read-only for botsite/dashboard, and its owner-comment feature depends on fleet-manager's storage/router path landed via fleet-manager #952.",repo:menno420/websites,yes,,docs/current-state.md
What websites is and its four services,websites,"README.md, docs/current-state.md",48b75de8fd305a9ab658d18a3fa8962ec63b8fea@2026-09-04,MEASURED,websites,repositories/,distill,True,https://menno420.github.io/websites/ | docs/site.md | docs/current-state.md,none; refuter dropped it: unverified,"claude-sonnet-5 audit session, 2026-09-04",,none,True,True,False,,"websites is one repo hosting four independent FastAPI services (control-plane, botsite, dashboard, review) sharing code but never a process; control-plane, botsite and dashboard are live on Railway project 'superbot-websites', review is a GitHub Pages static export (no Railway service behind it since the 2026-08-20/21 cutover).",repo:menno420/websites,no,refuted by an adversarial lens,docs/current-state.md
Claude Code vendor delta (from .claude/CLAUDE.md),fleet-manager,.claude/CLAUDE.md,sha2dbfaab@2026-09-03,MEASURED,hub,root,distill,True,.claude/hooks/README.md -> the hub's own rebuilt hook docs (D-0038) | docs/CAPABILITIES-verified-*.md -> state/capabilities/<surface>.md,,"read in full via session boot auto-load, 422 lines (judge re-read the same injected text this session)",,none,False,True,False,,".claude/CLAUDE.md is 422 lines against an agreed <=80-line vendor-delta target. Portable Claude-Code-surface delta: how root/cwd at boot decides what auto-loads (single-source vs satellite vs multi-source), add_repo attaches files not apparatus, the two denying hooks as a general practice, and the never-delete-a-trigger / disable-instead / poll-to-terminal-state discipline. Everything else (six-read mandate, OD-13/OD-15 program mechanics, the fleet-manager skill-routing table) is repo- or era-specific.",area:run1-four-areas,yes,,docs/current-state.md
Codex / ChatGPT Work vendor delta (codex.md draft),fleet-manager,codex.md,sha43bdfca@2026-08-30,MEASURED,hub,root,distill,True,evidence citation to fleet-manager PR #835 -> archive URL,"still draft-for-owner-review; the status banner must be replaced and the PR citation rewritten, and the surface facts want re-measuring at seed time","enumerator read at codex.md@43bdfca, full 55 lines",,none,False,True,False,,"codex.md (55 lines, commit 43bdfca, 2026-08-30) is already in the target vendor-delta shape: how context loads for Codex/ChatGPT Work, available access measured on fm PR #835, surface limits, honest-null forms, fallback discipline. Unlike AGENTS.md it encodes no position the owner has since corrected. JUDGE CORRECTION: demoted carry -> distill and stale_on_copy set true -- it carries a draft-for-owner-review banner, cites a fleet-manager PR that must become an archive URL, and its content is dated vendor-surface behaviour of the class execution-surfaces.md's own header warns moves faster than the file.",area:run1-four-areas,yes,,docs/current-state.md
Root front door (README.md),fleet-manager,README.md,sha2dbfaab@2026-09-03,MEASURED,hub,root,distill,True,"docs/MAP.md concept -> generated top-level map (D-0032) | docs/intent.md -> practices/how-we-work-here.md | docs/fleet-account-2026-07-26.md -> archive URL (linked, not mandated) | docs/owner-reflection-2026-07-21.md -> archive URL (linked, not mandated)",,"enumerator read at README.md@2dbfaab, full 108 lines",,none,False,True,False,,"README.md (108 lines) carries a purpose statement, the six-item MANDATORY reading order, and a live-map/historical-map table, all pointing at fleet-manager-specific docs. The estate target is a short generated door list plus the reading order (structure.md boot-path table; migration manifest row 'README.md, .claude/CLAUDE.md -> distill'). The reading-order concept survives per [D-0032]; the specific six files and the map table do not.",area:run1-four-areas,yes,,docs/current-state.md
Current work state / next milestone,couch-legend,docs/current-state.md,d877ed0b611418f35ad9e578785b012a844d1992@2026-09-04,MEASURED,couch-legend,state/,distill,True,docs/current-state.md,owner must test milestone-A APK on his phone and report back before milestone B proceeds; adversary: seed 'Current work state / next milestone' — certainty MEASURED with verification_point 'd877…@2026-09-04'. What was measured is what a document said at a SHA l; refuter dropped it: stale_on_copy,read docs/current-state.md at pinned SHA; cross-checked 0 open PRs live via GitHub API,"fleet-manager docs/ESTATE.md row 68 (says next is 'the Android/Capacitor shell', not naming that milestone A already landed)",resolved:repo's docs/current-state.md is more current and authoritative per project convention (source always wins over hub summary),True,True,False,True,"In flight: none. Most recent landed work is PR #17 (plain-language purchase impact, 2026-08-23). Next work is Android milestone B (device test matrix etc.), gated on the owner testing the milestone-A APK on his own phone, plus DESIGN § 9.8 arc-3 content and the owner's late-game feel pass.",repo:menno420/couch-legend,no,refuted by an adversarial lens; an adversary showed the MEASURED tag is not earned,docs/current-state.md
No first session has run yet,creator-kit,control/status.md,741f429a2e96587aa27075085b85df889531d2a7@2026-09-04,MEASURED,creator-kit,state/,distill,True,control/status.md | .sessions/README.md,none; refuter dropped it: product_truth_duplicated,"opened control/status.md and .sessions/README.md, confirmed tree.json lists no other .sessions/ entries",,none,True,True,False,,"control/status.md (the seeded skeleton, never overwritten) says phase: adopted — first session not yet run; check: red; engaged: no; last-shipped: none. .sessions/ holds only its README, no dated card.",repo:menno420/creator-kit,no,refuted by an adversarial lens,docs/current-state.md
docs/current-state.md and docs/reading-path.md are unrendered substrate-kit templates,creator-kit,docs/current-state.md,741f429a2e96587aa27075085b85df889531d2a7@2026-09-04,MEASURED,creator-kit,state/,distill,True,docs/current-state.md | docs/reading-path.md,"needs 'python3 bootstrap.py ask' + render, which only a session inside the repo can run","opened both files at this SHA, confirmed blob sha/size match tree.json, read the unrendered-slot banner and every section body",,none,False,True,False,,"Both files carry the kit's own unrendered-slot warning banner and every section body is an empty '${...}' placeholder or a parenthetical instruction, not real content — despite current-state.md's own header claiming 'Status: living-ledger'.",repo:menno420/creator-kit,yes,,docs/current-state.md
No unconsumed owner comments pending routing,fleet-manager,docs/owner-comments/spider-swing/README.md,live-api@2026-09-04T00:00:00Z,MEASURED,hub,state/,archive_only,False,,none; refuter dropped it: not_needed_for_routing,claude,,none,True,True,True,,docs/owner-comments/spider-swing/README.md lists 0 unconsumed and 0 consumed owner comments at present — nothing outstanding through that channel needs carrying forward for routing purposes.,repo:menno420/spider-swing,no,refuted by an adversarial lens; only source is a hub document restating something with no primary,docs/current-state.md
No unconsumed owner comments/feedback pending for sim-lab,fleet-manager,docs/owner-comments/sim-lab/README.md,local-read@2026-09-04,MEASURED,hub,state/,archive_only,False,,none; refuter dropped it: stale_on_copy,direct file read,,none,True,True,False,,docs/owner-comments/sim-lab/README.md lists 0 unconsumed and 0 consumed comments as of this audit.,repo:menno420/sim-lab,no,refuted by an adversarial lens,docs/current-state.md
The consolidation program's NOW pointer — the single current step,fleet-manager,docs/planning/2026-07-26-consolidation-program.md,caa6cd2 §3; re-read lines 60-120 at 7ccc88a — E1 still NOW,MEASURED,hub,state/,distill,True,docs/planning/2026-08-24-final-eap-email-draft.md,"must be re-measured at seed time, not copied from this read; the step ledger's remaining un-NOW rows (D, W, R, C tracks) need their own landing in plans/active or plans/superseded",read docs/planning/2026-07-26-consolidation-program.md §3 at 7ccc88a,,none,False,True,False,,"One current-step pointer, at read time step E1 (the final EAP mail: drafted, rewritten from the owner's edits and an independent ChatGPT Work review, staged as a Gmail draft with no recipients, awaiting his re-read and send). Moved to E1 on 2026-09-02 by the owner live; the previous NOW (the kit records work) sits behind it. This is the day-one content of the estate's generated state/estate/now.md.",area:planning,yes,,docs/current-state.md
"The hub's live purpose, operating era, and live operating mechanisms",fleet-manager,docs/current-state.md,14ea77e@2026-09-04,MEASURED,hub,state/,distill,True,docs/intent.md §1 | docs/planning/2026-07-26-consolidation-program.md (NOW pointer) -> archive URL | .claude/skills/session-close/SKILL.md -> the hub's rebuilt skill,"the same file carries ~470 lines of Work-state/Recently-shipped narrative interleaved with the live kernel; the owner's no-mixing principle (2026-08-30) forbids carrying that shape, so the split must happen before seeding",enumerator read docs/current-state.md in full @14ea77e,,none,False,True,False,,"current-state.md's 'Live state' section states the hub is the estate's router and records home, that the autonomous Projects program closed 2026-07-21 and work now happens in regular owner-directed sessions, and names the live mechanisms: one local verification command (python3 bootstrap.py check --strict), the session-close landing order (born-red card -> ready PR -> exact-head review -> flip complete last), and that ChatGPT Work uses local git for the tree and the GitHub connector for remote mutations. JUDGE CORRECTION: stale_on_copy raised to true -- 'fleet-manager is the router and records home' becomes false the moment estate exists, so the identity half must be rewritten, not copied.",area:run1-four-areas,yes,,docs/current-state.md
"Repo is at rest: 0 open PRs, no unconsumed owner comments, one doc-fix commit since the last real work",idea-engine,control/status.md,live-api@2026-09-04,MEASURED,idea-engine,state/,distill,True,,none; refuter dropped it: stale_on_copy,this session,,none,True,True,False,,0 open PRs on idea-engine as of live check; the coordinator heartbeat (control/status.md) is frozen at 2026-07-21T17:17:40Z; the only commit since the 2026-08-13 kit-upgrade baseline is the single 2026-08-23 front-door-supersession doc fix (matches classification.json commits_since=1); owner-comments/idea-engine/README.md shows 0 unconsumed items.,repo:menno420/idea-engine,no,refuted by an adversarial lens,"docs/current-state.md (living ledger, last edited 2026-08-23 — not docs/PROJECT-CLOSEOUT.md, whose ""current true state"" section is a frozen 2026-07-22 snapshot)"
"docs/current-state.md, not PROJECT-CLOSEOUT.md, is the truly current status source",idea-engine,docs/current-state.md,df6b027372b046678491e9ae306fc36cef61c01f@2026-09-04,MEASURED,idea-engine,state/,distill,True,idea-engine docs/PROJECT-CLOSEOUT.md | fleet-manager docs/ESTATE.md idea-engine row,none,this session,fleet-manager docs/ESTATE.md row 93,resolved: current-state.md's 2026-08-23 edit postdates PROJECT-CLOSEOUT.md's 2026-07-22 snapshot date,False,False,False,,"current-state.md is self-declared the living ledger and carries the newest substantive edit (2026-08-23); PROJECT-CLOSEOUT.md's own §2 'current true state' is a frozen 2026-07-22 snapshot (HEAD cbd964a) already behind actual HEAD, even though ESTATE.md names PROJECT-CLOSEOUT.md alone as the canonical entry.",repo:menno420/idea-engine,yes,,"docs/current-state.md (living ledger, last edited 2026-08-23 — not docs/PROJECT-CLOSEOUT.md, whose ""current true state"" section is a frozen 2026-07-22 snapshot)"
"idea-engine is an on-demand standing asset, not shut down",idea-engine,docs/current-state.md,df6b027372b046678491e9ae306fc36cef61c01f@2026-09-04,MEASURED,hub,state/,distill,True,fleet-manager docs/planning/2026-07-26-consolidation-program.md (OD-4/OD-10 table) | idea-engine docs/PROJECT-CLOSEOUT.md,none,this session,,none,False,False,False,,OD-4 (2026-07-26) keeps idea-engine + sim-lab as standing assets for future projects; OD-10 (same date) makes the Ideas Lab on-demand with no standing loop; both explicitly supersede the earlier 2026-07-14 EAP final-shutdown order.,repo:menno420/idea-engine,yes,,"docs/current-state.md (living ledger, last edited 2026-08-23 — not docs/PROJECT-CLOSEOUT.md, whose ""current true state"" section is a frozen 2026-07-22 snapshot)"
No open PRs on product-forge at the pinned SHA / as of this audit,product-forge,live API: pulls?state=open,live-api@2026-09-04,MEASURED,product-forge,state/,archive_only,False,,none; refuter dropped it: stale_on_copy,estate-truth-baseline audit 2026-09-04,,none,True,True,False,,pulls?state=open&per_page=100 returned an empty array.,repo:menno420/product-forge,no,refuted by an adversarial lens,control/status.md
Free-core completion state,shiftlife,docs/plan-conformance.md,33d9064b376f657fd91e487c66ecb3e626ae3fb9@2026-09-04,MEASURED,shiftlife,state/,distill,True,docs/plan-conformance.md | docs/current-state.md,"reminders delivery needs owner's Expo access token; apps/api deploy status needs a live check; adversary: Seed 'Free-core completion state' is marked MEASURED, but its apps/api half (/versionz=fe2fbbf vs main=b8f4a3b) was read off docs/plan-conformance.md's 2026-07-; refuter dropped it: stale_on_copy",read plan-conformance.md at pinned SHA; independently confirmed no expo-notifications dependency in apps/mobile/package.json at the same SHA,,none,True,True,False,True,"Free-core v1 is 7 of 8 items done. Item 6 (Reminders) is half: the decision layer (domain/src/reminders.ts, 15 tests) is complete, but delivery (expo-notifications, permission flow, an actual fired notification) does not exist, blocked on the owner's Expo token (OQ-SHIFTLIFE-PHASE0). apps/api also has a merged-but-undeployed gap as of the 2026-07-26 audit (/versionz=fe2fbbf vs main=b8f4a3b).",repo:menno420/shiftlife,no,refuted by an adversarial lens; an adversary showed the MEASURED tag is not earned,docs/current-state.md (paired with docs/plan-conformance.md for the item-by-item scorecard)
sim-lab has zero open PRs and no active work in flight,sim-lab,live-api:pulls?state=open,live-api@2026-09-04,MEASURED,sim-lab,state/,archive_only,False,,"none; adversary: ""No further work in flight; last substantive activity was the 2026-08-23 self-audit commit"" - open PRs and commit list support ""no work in flight""; ""substantive; refuter dropped it: stale_on_copy","GitHub REST /repos/menno420/sim-lab/pulls?state=open, direct egress with --noproxy",,none,True,True,False,True,"pulls?state=open returned an empty array at the pinned SHA; the only commit since the prior audit (2026-08-23, PR #360) was a self-documentation banner, not feature work.",repo:menno420/sim-lab,no,refuted by an adversarial lens; an adversary showed the MEASURED tag is not earned,docs/current-state.md
Google Play release state,spider-swing,docs/current-state.md,fc64a3fbb25ff8be21a7bbeceb1d5c8275d614f0@2026-09-04T00:00:00Z,OWNER,spider-swing,state/,distill,True,docs/product/play-store-listing.md | docs/technical/play-closed-test-runbook.md,"OQ-PLAY-LISTING / OQ-PLAY-PRIVACY-POLICY (owner-only, per fleet-manager owner-queue.md) — real device screenshots and a live privacy-policy URL are required before the closed track can open.; adversary: successor_seed[1] 'Google Play release state' — certainty OWNER is right for the vc64 fact, but the 12-tester x 14-day gate carried inside the same fact field i; refuter dropped it: unverified",claude,"spider-swing/README.md, which mentions Play only as a scope boundary and a prohibition, never as an in-progress track",resolved:README is stale; docs/current-state.md is the ledger and wins,True,True,False,True,"A signed AAB, version code 64, is on Google Play's internal-testing track under com.menno420.slingyspider since 2026-08-05 (owner-confirmed, relayed by the repo, not independently re-verified against a live Play Console read). The 12-tester x 14-continuous-day closed test — the actual gate toward production — has not started.",repo:menno420/spider-swing,no,refuted by an adversarial lens; an adversary showed the OWNER tag is not earned,docs/current-state.md
Current version and release state,substrate-kit,control/status.md,ff06fb902c6922272f2a338a3a60b528255d57e5@2026-09-04T00:00:00Z,MEASURED,substrate-kit,state/,distill,True,control/status.md | docs/PROJECT-CLOSEOUT.md,none; refuter dropped it: stale_on_copy,claude-sonnet-5 estate-truth-baseline audit 2026-09-04,,none,True,True,False,,"substrate-kit is at v1.21.0 (pyproject.toml + control/status.md agree), cut/published 2026-08-13 via PR #581, 0 open PRs; three unreleased fixes (#587, #588, #589) ride main since.",repo:menno420/substrate-kit,no,refuted by an adversarial lens,control/status.md
open PR surface,superbot,(live PR list),live-api@2026-09-04T00:00:00Z,MEASURED,superbot,state/,archive_only,False,,none; refuter dropped it: stale_on_copy,"this audit, GET /repos/menno420/superbot/pulls?state=open",,none,True,True,False,,"8 open PRs, all Dependabot, parked deliberately by estate doctrine D-0017 (third-party automation exemption) — not abandoned session work",repo:menno420/superbot,no,refuted by an adversarial lens,docs/current-state.md (paired with docs/AGENT_ORIENTATION.md as the reading router; per-sector detail under docs/current-state/*.md)
repo state,superbot,docs/current-state.md,5e3a667b2a55bae98a7863dd66492f477dd19546@2026-09-04,MEASURED,superbot,state/,distill,True,https://github.com/menno420/superbot/blob/main/docs/current-state.md,none,this audit,,none,False,True,False,,FROZEN as behavior/UX oracle for the superbot-next rebuild and the newer game-community-bot successor plan; no new in-repo feature work expected,repo:menno420/superbot,yes,,docs/current-state.md (paired with docs/AGENT_ORIENTATION.md as the reading router; per-sector detail under docs/current-state/*.md)
Canonical current-state source,websites,docs/current-state.md,48b75de8fd305a9ab658d18a3fa8962ec63b8fea@2026-09-04,MEASURED,websites,state/,archive_only,False,docs/current-state.md,none; adversary: docs_agree_with_source claim 1 attributes the stale sentence to current-state.md's banner; it is in the '## In flight' section at line 105. The banner (2026-08-; refuter dropped it: stale_on_copy,"claude-sonnet-5 audit session, 2026-09-04","docs/repos/websites/README.md (also one commit behind, but closer)",resolved:repo commit log is authoritative; both hub and repo living-ledger lag HEAD by one PR (#525) as of this audit,True,True,False,True,"docs/current-state.md is the repo's living status ledger and the doc a session should trust over any hub summary, but at the pinned SHA it is stale by two merged PRs (#524, #525) relative to its own 'In flight' claim.",repo:menno420/websites,no,refuted by an adversarial lens; an adversary showed the MEASURED tag is not earned,docs/current-state.md
Local (fleet-manager-authored) skill set — the ~14 SKILL.md files tagged 'local' in docs/SKILLS-local.md,fleet-manager,docs/SKILLS-local.md,7ccc88a@2026-09-04,MEASURED,hub,tools/,carry,True,.claude/skills/session-close/SKILL.md | .claude/skills/owner-brief/SKILL.md | docs/SKILLS-local.md,"Several cite fleet-manager paths inline (session-close cites docs/owner-queue.md and control/README.md) and the roster's '28' is a dated count, not a constant — re-derive the roster at seed time rather than copying the number.",read docs/SKILLS-local.md lines 1-45 at 7ccc88a (header + roster table with the local/kit body column),,none,False,False,False,,"docs/SKILLS-local.md is a MEASURED 2026-08-08 roster of all 28 installed skills split by body (local vs kit) and states the kit never writes a live .claude/ tree, so the local ones are not overwritten by an upgrade. These encode how this estate is actually run — session-close, owner-brief, capability-probe, delegate-read, the image-prompt family, the two prompt skills, decision-capture, scope-backlog-item, asset-pipeline, audio-prompt, upgrade-distribution — and a session cannot invoke a skill it never loaded (PL-013).",area:apparatus,yes,,docs/current-state.md
Required-gate checkers tools/check_doc_routes.py and tools/check_no_false_walls.py,fleet-manager,tools/check_no_false_walls.py,7ccc88a@2026-09-04,MEASURED,hub,tools/,carry,True,tools/check_doc_routes.py | tools/check_no_false_walls.py | .github/workflows/substrate-gate.yml,The scan list at check_no_false_walls.py lines 75-80 names fleet-manager's own doc set; until it is re-targeted the gate passes vacuously in the successor.,read the scanned-surface block of tools/check_no_false_walls.py at 7ccc88a; substrate-gate.yml confirmed present in .github/workflows/,,none,False,False,False,,"Both run with --strict inside the substrate-gate required status check on main. check_no_false_walls.py's own header names the exact five surfaces it scans (CONSTITUTION.md, docs/current-state.md, docs/owner-queue.md, .claude/CLAUDE.md, and the ACTIVE region of docs/CAPABILITIES.md) with .sessions/** and CAPABILITIES-verified-* snapshots excluded by design — a fleet-manager-specific list that must be redrawn for the successor's own living docs.",area:apparatus,yes,,docs/current-state.md
"Session-governance hook set (.claude/hooks/: route_docs.py, doc-routes.json, change_guard.py, codex_round_guard.py, git_state_guard.py, owner_review.py, read_before_write.py, session_start.py, trigger_tools_guard.py)",fleet-manager,.claude/hooks/README.md,7ccc88a@2026-09-04,MEASURED,hub,tools/,carry,True,.claude/hooks/README.md | tools/check_doc_routes.py | tools/install_root_hooks.py,"doc-routes.json route targets are fleet-manager doc paths (docs/providers/gemini.md, docs/CAPABILITIES.md, ...); every target must be re-pointed at the successor's doc tree or the hook silently misroutes — the exact failure class check_doc_routes.py exists to catch.",ls .claude/hooks/ and read .claude/hooks/README.md lines 1-30 at 7ccc88a; owner_review.py grepped for the disposition vocabulary,,none,False,False,False,,"The estate's only mechanized enforcement layer: two denying hooks (trigger_tools_guard on delete_trigger, codex_round_guard on the 4th @codex review) plus advisory hooks for doc routing, un-propagated edits, unread-file claims, git state and cold-orientation delivery. Directory listing confirms all nine files present at HEAD. Governance stops functioning on day one in a hub that lacks them.",area:apparatus,yes,,docs/current-state.md
